company,address,location_phones,web_company
ABs Infotel,"  Address - GF & Basement, Manubhai Tower				  				  Kalaghoda Station Road Sayajigunj","				        Vadodara	                Gujarat , 390005	 (0265) 2363230  2363907",absinfotel.com
Absolute Networks Pvt Ltd,"  Address - 3rd Floor,DJ House				  				  Next To Wilson Ten Compound,New Nagar Das Road Andheri(East)","				        Mumbai	                Maharashtra , 400069	 (022) 28395800",absolute.co.in
ABSTech Logiks Pvt Ltd,"  Address - New# 2,Old# 184, First Floor,				  				  Rangarajapuram Main Road, Kodambakkam","				        Chennai	                Tamil Nadu , 600024	 (044) 42134770  42134771",www.abstechlogiks.com
ABTInfo.net (Sakthi),"  Address - 180, Race course Road				        Coimbatore	                Tamil Nadu , 641018	 (0422) 4322397",www.abtinfo.net,
Abydos Technologies Pvt Ltd,"  Address - 85-T, Fourth Floor Sector-7, Jasola Vihar				        New Delhi	                Delhi , 110025	 (011) 45629696  9873349989",www.abydostechnologies.com,
Abzooba India Infotech Pvt Ltd,"  Address - 10th Floor, Infinity Benchmark Plot G1				  				  Block EP & GP, Sector V, Salt Lake City","				        Kolkata	                West Bengal , 700091	 (033) 40716015",www.abzooba.com
AC Drives & Technology Pvt Ltd,"  Address - 110, Dhaval Shopping Centre,				  				  Nikol - Odhav Ring Road, kathawada,","				        Ahmedabad	                Gujarat , 382415	 (079) 9328279320  9327179822",www.drivesindia.net
Acadecraft Pvt Ltd,"  Address - B-37, Third floor, Sector-2,				        Noida	                Uttar Pradesh , 201301	 (0120) 4371745  4204294",www.acadecraft.com,
Academy for Integrated Systems & Solutions,"  Address - D3, 1st Floor, D Block, 6-3-348, Maheshwari Towers, Road No 1				  				  Banjara Hills","				        Hyderabad	                Telangana , 500082	 (040) 66660508",www.aissindia.com
Accel Frontline Ltd (Accel),"  Address - 75, Nelson Manickam Road Aminjikarai				        Chennai	                Tamil Nadu , 600029	 (044) 42252000",www.accelfrontline.com,
Accel Frontline Services Ltd (Accel) (Accel),"  Address - 75, Nelson Manickam Road, Aminjikarai				        Chennai	                Tamil Nadu , 600029	 (044) 42252000",www.accelfrontline.com,
Accel Transmatic Ltd (Accel),"  Address - 75, Nelson Manickam Road, Aminjikarai				        Chennai	                Tamil Nadu , 600029	 (044) 42252000  42252309",www.acceltransmatic.com,
Accel Tree Software Pvt Ltd (Accel),"  Address - 604, Supreme HQ,				  				  Mumbai-Bangalore Highway, Baner","				        Pune	                Maharashtra , 411045	 (020) 67342000",www.acceltree.com
Acceletrade Technologies Pvt Ltd,"  Address - GF001, Delta Block, Ground Floor, Sigma Technology				  				  State Highway 35, Whitefield Phase II","				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 28475411  40912344",www.acceletrade.com
Accelon Technologies Pvt Ltd,  Address - Offc no 404 4th Floor  Balewadi				  				  Baner Road,"				        Pune	                Maharashtra , 411045	 (020) 65007774",www.accelon.co.in
Acceltech Softwares Pvt Ltd,"  Address - Madhuraj, Rajendra Path				        Patna	                Bihar , 800001	 (0612) 9430832643",www.acceltech.co.in,
Accelya Kale Solutions Ltd,"  Address - 3rd Floor, Modi House, Naupada, Eastern Express Highway				        Mumbai	                Maharashtra , 400602	 (022) 67808888",www.accelyakale.com,
Accent Consulting,"  Address - D-247/24, Sector-63				        Noida	                Uttar Pradesh , 201301	 (0120) 4888600",www.accentconsulting.in,
Accent Overseas Pvt Ltd ( Naukriguru.com ),"  Address - Bansi House, D-247/24,				  				  Sec-63","				        Noida	                Uttar Pradesh , 201301	 (0120) 4888600",www.accentoverseas.com
Accenture Services Pvt Ltd,  Address - IBC Knowledge Park				  				  Corporation No 4/1 Bannerghatta Road,"				        Bangalore / Bengaluru	                Karnataka , 560029	 (080) 41060000  41866600",www.accenture.com
Access Automation Pvt Ltd,"  Address - 101, Annex Bldg				  				  Brigade MM Industrial Enclave, K.R.Road, 7th Block, Jayanagar","				        Bangalore / Bengaluru	                Karnataka , 560082	 (080) 26764262",www.aaplweb.com
Access Infotech Pvt Ltd,"  Address - B-31, Sector-57, Phase-3,				  				  Indl Area, SAS Nagar","				        Mohali	                Chandigarh , 160022	 (0172) 5002677  5025577",www.accessinfotechindia.com
Access Net IT Solutions Pvt Ltd,"  Address - UG-55 , Somdutt Chambers II,				  				  9 Bhikaji Cama Place","				        New Delhi	                Delhi , 110066	 (011) 26182748  26196954",www.accessitsol.com
Access STB Labs Pvt Ltd,"  Address - No 9, ISt Floor, Bikasipura Main Road				  				  Off Kanakpura MAin Road,Yelachenahalli","				        Bangalore / Bengaluru	                Karnataka , 560062	 (080) 26860929",
Access Systems,"  Address - 12A, Mehta Chambers, 127				  				  Kalyan Street, Dana Bunder Road, Masjid Bunder (E)","				        Mumbai	                Maharashtra , 400009	 (022) 40503100",www.accesssystems.in
Access Technical Solutions Pvt Ltd,"  Address - C 22/20, Sector 57,				        Noida	                Uttar Pradesh , 201301	 (0120) 4321443",www.access-tech.in,
Access Technology,"  Address - B-72, Sector 6				        Noida	                Uttar Pradesh , 201301	 (0120) 4294291  4294292",www.accesstechnologyindia.com,
Acclaim Global Education Pvt ltd,"  Address - Q1-A3, 10th Floor, Cyber Towers,				  				  Hi-Tech City, Madhapur","				        Hyderabad	                Telangana , 500081	 (040) 23110640  23110641",www.acclaimglobal.net
Acclary Consulting Pvt Ltd,"  Address - Shakthi Towers, Tower II, 4th floor				  				  #766 Anna salai","				        Chennai	                Tamil Nadu , 600002	 (044) 47101616  47101515",www.acclary.com
Accord Fintech Pvt Ltd,  Address - NavBharat Press Building Plot no 13 sec-8				  				  Sanpada East,"				        Mumbai	                Maharashtra , 400705	 (022) 67834000  66156256",www.accordfintech.com
Accord Info Matrix,"  Address - No.2, Anna Salai Near Little Mount Bus Stop,				  				  3rd Floor, Above Reebok Showroom, Opposite to New Life AG Church Saidapet","				        Chennai	                Tamil Nadu , 600015	 (044) 42328182",www.accordsoft.in
Accord Software & Systems Pvt Ltd,"  Address - 37, K.R. Colony, Domlur Layout				        Bangalore / Bengaluru	                Karnataka , 560071	 (080) 25350105  45463000",www.accord-soft.com,
Accost Technologies Pvt Ltd,"  Address - S.C.O-4, First Floor, Sector - 41D,				        Chandigarh	                Chandigarh , 160036	 (0172) 5036724  8591045285",www.accosttechnologies.com,
Accredit Screening Services Pvt Ltd,"  Address - 91, (Unit  222), Second Floor,  10th Cross				  				  Temple Road, Malleshwaram","				        Bangalore / Bengaluru	                Karnataka , 560003	 (080) 65470029",www.accredit.co.in
Accrete Hitech Solutions Pvt Ltd,"  Address - Unit No 1, 9th Floor Discoverer Building,				  				  International Tech Park (ITPL), Whitefield Road","				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 40970601",accretehitechsolutions.com
Accrete InfoSolution Technologies LLP (AITL),"  Address - 210, Super Mall 2, Infocity,				  				  Gandhinagar","				        Ahmedabad	                Gujarat , 382002	 (079) 23213063",www.accreteinfo.com
Acctel Systems Pvt Ltd,"  Address - B-101,Crystal Row Houses,				  				  Baner Road, Behind Kapil Complex, Baner","				        Pune	                Maharashtra , 411045	 (020) 65001288  46780626",www.acctelsystems.com
Accudata Networks Pvt Ltd,"  Address - S T Reddiyar Building Veekshanam Road				        Kochi	                Kerala , 682035	 (0484) 4042244",www.accudata.co.in,
Accura Infotech Pvt Ltd,  Address - Nos 1-4 Trishul Apartment A Bldg CHS Ltd				  				  Sindhi Society Chembur,"				        Mumbai	                Maharashtra , 400071	 (022) 25272001",
Accurate Info Soft Pvt Ltd,"  Address - 201, Syndicate House, Inderlok, 3 Old Rohtak Road				        New Delhi	                Delhi , 110035	 (011) 32458365  9811680150",www.acsonnet.com,
Accurate Infomedia Pvt Ltd,"  Address - 214, Devpath Complex Behind Lalbaug				  				  Off C G road, Navrangpura","				        Ahmedabad	                Gujarat , 380009	 (079) 9879133313",www.accurateinfomedia.com
Accutech Power Solutions Pvt Ltd,"  Address - Accutech House, S.V.Road, Near Andheri sub way,				  				  Andheri West,","				        Mumbai	                Maharashtra , 400058	 (022) 67090600  26776767",accutech.co.in
Accuversa,  Address - 306A Oxford House Rustam Bagh Rd				  				  Off HAL Airport Rd,"				        Bangalore / Bengaluru	                Karnataka , 560017	 (080) 65352025",www.accuversa.com
Ace Data Devices Pvt Ltd,"  Address - 678, Ground floor, Udyog Vihar, Phase V				        Gurgaon/Gurugram	                Haryana , 122002	 (0124) 4514100  4038120",www.ace-data.com,
Ace InfoBanc Pvt Ltd,  Address - 124-A/1 Shaheed Jeet Singh Marg				  				  Katwaria Sarai,"				        New Delhi	                Delhi , 110016	 (011) 26961886  26851944",www.infobanc.com
Ace Infoway India,"  Address - A/511 Safal Pegasus Nr. Prahladnagar Garden 100ft. Anand Nagar Road				        Ahmedabad	                Gujarat , 380015	 (079) 40060912",www.aceinfowayindia.com,
Ace Labs Solutions Pvt Ltd,"  Address - 2/373, Second Floor, PSY Complex				  				  Natham Main Road, Narayanapuram","				        Madurai	                Tamil Nadu , 625014	 (0452) 4347104",www.acelabs.in
ACE Software Exports Ltd,"  Address - 801, Everest Commercial Complex				  				  Opp. Shastri Maidan,Limda Chowk","				        Rajkot	                Gujarat , 360001	 (0281) 2226097",www.acesoftex.com
ACE Software Solutions India Pvt. Ltd,"  Address - Unit 21 SDF 1 SEEPZ,Andheri (E),				        Mumbai	                Maharashtra , 400096	 (022) 42453000",,
ACE Software Solutions Pvt Ltd.,"  Address - #2, Inner Ring Road, 2nd Floor,				  				  Rathinapuri Layout, Off Jawaharlal Nehru Salai, (100 Feet Road), Koyambedu,","				        Chennai	                Tamil Nadu , 600107	 (044) 24795145  24795144",www.acesoft.in
Ace Web Academy,"  Address - Plot. no: 124 2nd floor, Road no:12				        Secunderabad	                Andhra Pradesh , 500026	 (040) 64586626",acewebacademy.com,
Acebrain Technologies Pvt Ltd,"  Address - Office No. 2 to 5, Fifth Floor, Rohan Tower,				  				  Pune Mumbai Road","				        Pune	                Maharashtra , 411012	 (020) 64010058",www.acebrain.com
Aceicon Information Technology,"  Address - 69/6A, I-Floor,				  				  Najafgarh Rd, Indl Area","				        New Delhi	                Delhi , 110015	 (011) 43573714",www.aceicon.com
AceMicromatic Manufacturing Intelligence Technologies Pvt Ltd ( Pioneer CT ) (Ace Micromatics),"  Address - 706, 7th Floor, Brigade Rubix', 20, HMT Watch Factory Road,				  				  Peenya 1st Stage","				        Bangalore / Bengaluru	                Karnataka , 560022	 (080) 29723400",www.acemicromatic.net
Acer India Pvt Ltd,"  Address - Embassy Heights, 6th Floor, No.13				  				  Magrath Road(Next to Hosmat Hospital)","				        Bangalore / Bengaluru	                Karnataka , 560025	 (080) 40708700  25329523",www.acer.com
Aces Infotech Pvt Ltd,"  Address - 71-B, Alipore Road				        Kolkata	                West Bengal , 700027	 (033) 24799822  24099168",www.acesinfotech.in,
Acesoft Labs India Pvt Ltd,"  Address - 73,First floor,LRDE Colony				  				  Marathahalli,Outer Ring Road","				        Bangalore / Bengaluru	                Karnataka , 560037	 (080) 25008900  9900045283",www.acesoftlabs.com
Acevin Solutions,"  Address - 128, 129, Hema Industrial Estate, Sarvodaya Nagar				  				  Near Meghwadi Police Station, Jogeshwari (E)","				        Mumbai	                Maharashtra , 400060	 (022) 28323657",www.acevin.com
Aceware Technologies Pvt Ltd,  Address - Aceware Campus Near Syndicate Bank				  				  Sreekariyam P.O,"				        Thiruvananthapuram	                Kerala , 695017	 (0471) 7293003131",www.acewaretechnology.com
ACG Infotech Ltd,"  Address - H-87, Sec- 63				        Noida	                Uttar Pradesh , 201301	 (0120) 4516488  9821286618",www.acgil.com,
Achariya Techno Solutions Pvt Ltd,"  Address - T.C 26/1340(1) Panavilla				        Thiruvananthapuram	                Kerala , 695001	 (0471) 4242424",www.achariyatechnosolutions.com,
Achariya Technologies,"  Address - DSS 125-126, Old Court Complex,				  				  Opposite Vijay Dwar, Queens Road, Vaishali Nagar,","				        Jaipur	                Rajasthan , 302021	 (0141) 9034040241",www.ejaipur.in
Achieve IT Solutions India Pvt Ltd,"  Address - C-15,Sector -3				        Noida	                Uttar Pradesh , 201301	 (0120) 6720333",www.achieveits.com,
Achme Communication,"  Address - 436H, Avinashi Road, Peelamedu				        Coimbatore	                Tamil Nadu , 641004	 (0422) 2563666",,
Achuta Software Technologies,"  Address - #675, 1st Floor, 46Th Cross, 8Th Block,				  				  Jayanagar","				        Bangalore / Bengaluru	                Karnataka , 560082	 (080) 41661055  26649540",astsoftware.tripod.com
ACI Worldwide Solutions Pvt Ltd,"  Address - Salarpuria Cambridge Mall,  # 9,  Cambridge Road,				        Bangalore / Bengaluru	                Karnataka , 560008	 (080) 66165340",www.aciworldwide.com,
ACID Designs,"  Address - 1178/2 Shivajinagar, Off				  				  F.C.Road","				        Pune	                Maharashtra , 411005	 (020) 9823244110",www.aciddesigns.com
Acidaes Solutions Pvt Ltd ( CRMnext ),"  Address - Unitech Infospace Ground Floor, Tower 1				  				  Block B, Plot No. 2 Sector 62","				        Noida	                Uttar Pradesh , 201309	 (0120) 6784300  6784333",crmnext.com
Acism Software Pvt Ltd,  Address - Pune Intrn'l Incubation Center				  				  (PIIC) Karve Rd,"				        Pune	                Maharashtra , 411052	 (020) 9890056365",www.acism.com
ACL Mobile Ltd,"  Address - 7th Floor, Tower # 4				  				  Express Trade Tower 2, Plot No.-36","				        Noida	                Uttar Pradesh , 201301	 (0120) 6139000",www.acl-mobile.com
Acliv Technologies Pvt Ltd,"  Address - 235/E, 3rd Phase, Bommasandra Industrial Area				        Bangalore / Bengaluru	                Karnataka , 560099	 (080) 27831169",www.acliv.com,
Acma Computers Ltd,"  Address - 43, Sarvodaya Industrial Estate				  				  Off. Mahakali Caves Road","				        Mumbai	                Maharashtra , 400093	 (022) 61555555   26875454",www.acmacomputers.com
Acme Digitek Solutions Pvt Ltd,"  Address - Digitek House, 54-B Prag Narain Road				        Lucknow	                Uttar Pradesh , 226001	 (0522) 4091444",www.acmedigitek.com,
